type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-09 20:15:12,45.66044543,13.79423386,6.55,125.341,,1.320,245,13,43,20240309-211512,GPS Logger: 20240309-211512 - Camminata
T,2024-03-09 20:15:13,45.66044745,13.79421917,6.28,126.580,,1.200,268,14,43,,
T,2024-03-09 20:15:14,45.66044144,13.79420745,6.43,126.987,,1.110,252,15,43,,
T,2024-03-09 20:15:15,45.66044104,13.79419216,6.62,127.347,,1.090,243,15,43,,
T,2024-03-09 20:15:16,45.66044315,13.79417885,6.79,127.772,,0.980,237,14,43,,
T,2024-03-09 20:15:17,45.66044977,13.79415994,7.41,128.026,,1.250,272,14,43,,
T,2024-03-09 20:15:18,45.66044892,13.79414747,6.77,128.263,,0.930,244,12,43,,
T,2024-03-09 20:15:19,45.66045283,13.79415167,6.79,127.353,,0.590,261,12,43,,
T,2024-03-09 20:15:20,45.66046153,13.79414405,6.30,133.109,,1.170,242,10,43,,
T,2024-03-09 20:15:21,45.66046480,13.79413033,7.16,133.138,,1.210,237,10,43,,
T,2024-03-09 20:15:22,45.66046890,13.79410975,7.17,135.918,,1.510,238,9,43,,
T,2024-03-09 20:15:23,45.66047233,13.79408976,7.11,135.789,,1.370,245,9,43,,
T,2024-03-09 20:15:24,45.66047246,13.79407522,7.41,136.583,,1.370,242,8,43,,
T,2024-03-09 20:15:25,45.66046768,13.79406757,7.07,135.462,,1.150,233,8,43,,
T,2024-03-09 20:15:26,45.66046089,13.79406673,6.96,133.920,,1.210,220,9,43,,
T,2024-03-09 20:15:27,45.66045712,13.79406997,8.06,135.345,,0.580,224,10,43,,
T,2024-03-09 20:15:28,45.66045646,13.79407345,7.96,135.846,,0.480,229,10,43,,
T,2024-03-09 20:15:29,45.66045711,13.79407441,8.19,135.539,,0.700,241,10,43,,
T,2024-03-09 20:15:30,45.66045801,13.79406613,7.60,135.924,,1.400,250,10,43,,
T,2024-03-09 20:15:31,45.66045459,13.79405293,7.79,136.268,,1.690,238,10,43,,
T,2024-03-09 20:15:32,45.66045125,13.79404053,7.86,137.366,,1.360,234,8,43,,
T,2024-03-09 20:15:33,45.66044603,13.79403410,8.53,136.120,,1.280,221,8,43,,
T,2024-03-09 20:15:34,45.66043944,13.79403136,8.26,135.280,,1.210,219,8,43,,
T,2024-03-09 20:15:35,45.66043501,13.79403074,8.47,135.175,,1.060,219,9,43,,
T,2024-03-09 20:15:36,45.66043096,13.79402709,7.81,135.168,,1.460,244,9,43,,
T,2024-03-09 20:15:37,45.66042620,13.79402769,8.17,134.533,,1.290,229,9,43,,
T,2024-03-09 20:15:38,45.66042181,13.79402731,8.52,134.336,,1.270,236,10,43,,
T,2024-03-09 20:15:39,45.66041185,13.79401949,9.25,133.446,,1.350,240,10,43,,
T,2024-03-09 20:15:40,45.66040381,13.79400465,9.37,134.317,,1.380,245,10,43,,
T,2024-03-09 20:15:41,45.66039577,13.79399459,9.10,133.972,,1.400,248,9,43,,
T,2024-03-09 20:15:42,45.66038879,13.79398647,9.51,133.928,,1.360,241,9,43,,
T,2024-03-09 20:15:43,45.66038519,13.79397589,9.57,134.408,,1.370,254,9,43,,
T,2024-03-09 20:15:44,45.66038552,13.79395822,8.90,132.786,,1.300,250,9,43,,
T,2024-03-09 20:15:45,45.66038899,13.79394043,8.69,133.257,,1.340,268,9,43,,
T,2024-03-09 20:15:46,45.66039044,13.79392132,7.97,133.287,,1.270,257,9,43,,
T,2024-03-09 20:15:47,45.66038702,13.79390821,7.49,133.343,,1.260,237,10,43,,
T,2024-03-09 20:15:48,45.66038303,13.79389696,7.14,133.591,,1.160,240,12,43,,
T,2024-03-09 20:15:49,45.66037695,13.79388258,6.76,133.342,,1.150,242,12,43,,
T,2024-03-09 20:15:50,45.66037302,13.79387170,6.08,132.884,,0.910,242,12,43,,
T,2024-03-09 20:15:51,45.66036953,13.79386897,5.35,132.952,,0.680,233,12,43,,
T,2024-03-09 20:15:52,45.66036594,13.79386623,5.20,130.946,,0.470,225,14,43,,
T,2024-03-09 20:15:52.295,45.66030569,13.79392605,9.30,130.091,,2.000,128,15,43,,
T,2024-03-09 20:15:54,45.66035523,13.79383772,7.22,122.835,,0.500,234,17,44,,
T,2024-03-09 20:15:55,45.66034435,13.79383627,7.38,120.463,,0.670,210,18,44,,
T,2024-03-09 20:15:56,45.66032939,13.79384021,6.67,118.952,,0.530,197,18,44,,
T,2024-03-09 20:15:57,45.66031498,13.79384562,6.57,118.990,,0.520,193,18,44,,
T,2024-03-09 20:16:03.278,45.66021017,13.79353852,10.59,156.887,,0.790,212,,42,,
T,2024-03-09 20:16:08,45.66025917,13.79355040,10.44,140.926,,2.820,247,,43,,
T,2024-03-09 20:16:10,45.66016714,13.79346825,8.67,136.524,,1.090,205,16,43,,
T,2024-03-09 20:16:11,45.66016366,13.79344826,7.62,137.414,,1.090,228,20,43,,
T,2024-03-09 20:16:12,45.66016413,13.79341991,7.30,136.228,,1.380,261,21,43,,
T,2024-03-09 20:16:13,45.66015511,13.79341037,6.60,135.462,,1.020,179,21,43,,
T,2024-03-09 20:16:14,45.66016631,13.79338788,5.89,137.305,,0.440,225,21,43,,
T,2024-03-09 20:16:15,45.66015257,13.79337888,6.02,137.874,,0.750,202,21,43,,
T,2024-03-09 20:16:16,45.66014045,13.79341311,5.22,136.489,,0.650,114,17,43,,
T,2024-03-09 20:16:17,45.66013241,13.79341522,5.03,134.917,,0.000,,18,43,,
T,2024-03-09 20:16:18,45.66013711,13.79342339,5.60,135.674,,0.430,353,20,43,,
T,2024-03-09 20:16:19,45.66013611,13.79343106,6.02,136.698,,0.570,84,21,43,,
T,2024-03-09 20:16:20,45.66014818,13.79343270,5.16,136.525,,1.950,350,21,43,,
T,2024-03-09 20:16:21,45.66015894,13.79342973,4.88,134.253,,0.690,345,21,43,,
T,2024-03-09 20:16:22,45.66016465,13.79341823,4.71,133.705,,1.120,324,22,43,,
T,2024-03-09 20:16:23,45.66017061,13.79340219,4.88,133.730,,0.750,301,22,43,,
T,2024-03-09 20:16:24,45.66017651,13.79338671,5.13,133.834,,1.010,306,22,43,,
T,2024-03-09 20:16:25,45.66017625,13.79336797,5.21,129.395,,1.240,302,22,43,,
T,2024-03-09 20:16:26,45.66017548,13.79334838,5.34,131.547,,1.090,288,22,43,,
T,2024-03-09 20:16:27,45.66016641,13.79332625,4.92,129.820,,1.400,256,22,43,,
T,2024-03-09 20:16:28,45.66015151,13.79330653,4.47,128.264,,1.290,235,22,43,,
T,2024-03-09 20:16:29,45.66013783,13.79329154,4.18,127.656,,1.240,225,22,43,,
T,2024-03-09 20:16:30,45.66012347,13.79327835,3.92,126.448,,1.240,220,22,43,,
T,2024-03-09 20:16:31,45.66010990,13.79326337,3.79,126.468,,1.220,226,22,43,,
T,2024-03-09 20:16:32,45.66009934,13.79324851,3.79,126.406,,1.230,221,22,43,,
T,2024-03-09 20:16:33,45.66009026,13.79323465,3.79,126.187,,1.210,224,22,43,,
T,2024-03-09 20:16:34,45.66008062,13.79322328,3.79,126.044,,1.250,214,19,43,,
T,2024-03-09 20:16:35,45.66007424,13.79320480,3.79,125.394,,1.610,251,19,43,,
T,2024-03-09 20:16:36,45.66006738,13.79318439,3.79,125.449,,1.370,233,19,43,,
T,2024-03-09 20:16:37,45.66006245,13.79316367,3.79,124.854,,1.580,265,19,43,,
T,2024-03-09 20:16:38,45.66005750,13.79314395,3.79,122.951,,1.480,247,21,43,,
T,2024-03-09 20:16:39,45.66004778,13.79312596,3.79,122.330,,1.630,240,21,43,,
T,2024-03-09 20:16:40,45.66003358,13.79310472,3.79,123.292,,1.880,229,21,43,,
T,2024-03-09 20:16:41,45.66001662,13.79309455,3.79,123.630,,1.810,198,21,43,,
T,2024-03-09 20:16:42,45.65999776,13.79309834,3.79,125.563,,1.840,167,21,43,,
T,2024-03-09 20:16:43,45.65998279,13.79311234,3.79,125.564,,1.610,147,21,43,,
T,2024-03-09 20:16:44,45.65997129,13.79312798,3.79,126.337,,1.520,150,21,43,,
T,2024-03-09 20:16:45,45.65996144,13.79314313,3.79,127.328,,1.490,146,21,43,,
T,2024-03-09 20:16:46,45.65995057,13.79315593,3.79,128.887,,1.480,155,20,43,,
T,2024-03-09 20:16:47,45.65994023,13.79316794,3.79,130.503,,1.410,149,20,43,,
T,2024-03-09 20:16:48,45.65993228,13.79318043,3.79,131.070,,1.360,144,20,43,,
T,2024-03-09 20:16:49,45.65992479,13.79319142,3.79,132.131,,1.240,145,20,43,,
T,2024-03-09 20:16:50,45.65991589,13.79319794,3.79,133.211,,1.300,164,21,43,,
T,2024-03-09 20:16:51,45.65990478,13.79320146,3.79,133.513,,1.290,170,21,43,,
T,2024-03-09 20:16:52,45.65989336,13.79320351,3.79,133.076,,1.280,166,21,43,,
T,2024-03-09 20:16:53,45.65988138,13.79320444,3.79,133.183,,1.290,177,21,43,,
T,2024-03-09 20:16:54,45.65986927,13.79320200,3.79,132.551,,1.330,192,21,43,,
T,2024-03-09 20:16:55,45.65985765,13.79319417,3.79,132.383,,1.350,213,21,43,,
T,2024-03-09 20:16:56,45.65984724,13.79318480,3.79,131.172,,1.250,220,21,43,,
T,2024-03-09 20:16:57,45.65983444,13.79317916,3.79,132.084,,1.350,191,20,43,,
T,2024-03-09 20:16:58,45.65982157,13.79317282,3.79,131.955,,1.180,213,20,43,,
T,2024-03-09 20:16:59,45.65981047,13.79316339,3.79,131.988,,1.140,221,20,43,,
T,2024-03-09 20:17:00,45.65980165,13.79314930,3.79,131.276,,1.350,247,20,43,,
T,2024-03-09 20:17:01,45.65979530,13.79313496,3.79,130.644,,1.050,249,21,43,,
T,2024-03-09 20:17:02,45.65980285,13.79311143,3.79,130.154,,2.000,307,21,43,,
T,2024-03-09 20:17:03,45.65982452,13.79310243,3.79,129.779,,2.460,11,22,43,,
T,2024-03-09 20:17:04,45.65984187,13.79310422,3.79,130.359,,1.100,15,22,43,,
T,2024-03-09 20:17:05,45.65985112,13.79310654,3.79,129.370,,0.000,,22,43,,
T,2024-03-09 20:17:06,45.65985339,13.79310676,3.79,129.365,,0.000,,22,43,,
T,2024-03-09 20:17:07,45.65985455,13.79310687,3.79,129.360,,0.000,,22,43,,
T,2024-03-09 20:17:08,45.65985291,13.79310618,3.79,128.687,,0.170,193,22,43,,
T,2024-03-09 20:17:09,45.65984845,13.79309946,3.79,128.129,,0.560,235,21,43,,
T,2024-03-09 20:17:10,45.65984193,13.79308477,3.79,127.474,,1.220,242,21,43,,
T,2024-03-09 20:17:11,45.65983438,13.79307132,3.79,127.423,,1.050,229,21,43,,
T,2024-03-09 20:17:12,45.65982705,13.79305997,3.79,127.770,,1.010,233,21,43,,
T,2024-03-09 20:17:13,45.65982008,13.79304885,3.79,128.396,,1.020,239,21,43,,
T,2024-03-09 20:17:14,45.65981248,13.79303515,3.79,128.866,,1.090,240,21,43,,
T,2024-03-09 20:17:15,45.65980852,13.79302394,3.79,130.121,,1.080,259,21,43,,
T,2024-03-09 20:17:16,45.65980297,13.79301403,3.79,131.431,,1.030,243,21,43,,
T,2024-03-09 20:17:17,45.65979760,13.79300313,3.79,132.385,,1.030,243,21,43,,
T,2024-03-09 20:17:18,45.65979278,13.79299049,3.79,133.058,,1.140,243,21,43,,
T,2024-03-09 20:17:19,45.65978657,13.79297700,3.79,134.214,,1.170,229,21,43,,
T,2024-03-09 20:17:20,45.65978270,13.79295741,3.79,134.720,,1.230,250,19,43,,
T,2024-03-09 20:17:21,45.65977573,13.79293727,3.79,134.426,,1.190,239,19,43,,
T,2024-03-09 20:17:22,45.65976859,13.79291592,3.79,134.111,,1.170,237,17,43,,
T,2024-03-09 20:17:23,45.65976214,13.79289957,3.79,134.736,,1.180,235,19,43,,
T,2024-03-09 20:17:24,45.65975602,13.79287952,3.79,134.102,,1.190,248,19,43,,
T,2024-03-09 20:17:25,45.65974329,13.79286582,3.79,133.491,,1.350,216,21,43,,
T,2024-03-09 20:17:26,45.65973378,13.79285332,3.79,133.933,,1.130,220,20,43,,
T,2024-03-09 20:17:27,45.65972481,13.79283644,3.79,134.058,,1.210,235,20,43,,
T,2024-03-09 20:17:28,45.65971474,13.79282012,3.79,133.896,,1.160,231,21,43,,
T,2024-03-09 20:17:29,45.65970668,13.79280330,3.79,133.559,,1.150,236,17,43,,
T,2024-03-09 20:17:30,45.65969566,13.79278623,3.79,132.570,,1.230,230,19,43,,
T,2024-03-09 20:17:31,45.65968680,13.79276795,3.79,130.880,,1.160,235,20,43,,
T,2024-03-09 20:17:32,45.65967926,13.79274840,3.79,130.378,,1.160,237,20,43,,
T,2024-03-09 20:17:33,45.65966759,13.79273003,3.79,128.113,,1.230,219,20,43,,
T,2024-03-09 20:17:34,45.65966286,13.79270655,3.79,128.196,,1.440,255,20,43,,
T,2024-03-09 20:17:35,45.65965039,13.79268757,3.79,126.796,,1.700,211,20,43,,
T,2024-03-09 20:17:36,45.65964246,13.79266626,3.79,126.507,,1.390,245,19,43,,
T,2024-03-09 20:17:37,45.65963305,13.79264843,3.79,127.115,,1.320,230,19,43,,
T,2024-03-09 20:17:38,45.65962452,13.79263034,3.79,126.589,,1.210,233,19,43,,
T,2024-03-09 20:17:39,45.65961738,13.79261617,3.79,126.280,,1.180,233,20,43,,
T,2024-03-09 20:17:40,45.65960722,13.79259953,3.79,125.617,,1.280,228,21,43,,
T,2024-03-09 20:17:41,45.65959817,13.79258338,9.94,125.152,,1.210,237,21,43,,
T,2024-03-09 20:17:42,45.65958902,13.79256882,9.94,125.862,,1.250,241,21,43,,
T,2024-03-09 20:17:43,45.65957638,13.79255612,9.94,125.169,,1.380,210,21,43,,
T,2024-03-09 20:17:44,45.65956698,13.79254312,9.94,125.021,,1.150,226,22,43,,
T,2024-03-09 20:17:45,45.65955481,13.79253019,9.94,124.156,,1.240,222,22,43,,
T,2024-03-09 20:17:46,45.65953753,13.79252200,9.94,123.079,,1.290,206,22,43,,
T,2024-03-09 20:17:47,45.65952420,13.79251196,9.94,122.642,,1.250,217,22,43,,
T,2024-03-09 20:17:48,45.65950788,13.79250705,9.94,122.146,,1.270,202,22,43,,
T,2024-03-09 20:17:49,45.65949214,13.79250152,9.94,121.846,,1.240,199,22,43,,
T,2024-03-09 20:17:50,45.65947944,13.79249293,9.94,121.432,,1.240,210,22,43,,
T,2024-03-09 20:17:51,45.65946981,13.79247903,9.94,121.921,,1.260,229,22,43,,
T,2024-03-09 20:17:52,45.65945723,13.79246775,9.94,121.222,,1.360,204,22,43,,
T,2024-03-09 20:17:53,45.65944730,13.79245524,9.94,121.026,,1.250,221,22,43,,
T,2024-03-09 20:17:54,45.65943805,13.79244280,9.94,121.297,,1.230,226,22,43,,
T,2024-03-09 20:17:55,45.65943016,13.79243330,9.94,120.240,,1.150,213,22,43,,
T,2024-03-09 20:17:56,45.65942195,13.79242284,9.94,120.026,,1.190,219,22,43,,
T,2024-03-09 20:17:57,45.65941054,13.79241361,9.94,118.389,,1.200,210,22,43,,
T,2024-03-09 20:17:58,45.65940003,13.79240755,9.94,117.114,,1.170,209,22,43,,
T,2024-03-09 20:17:59,45.65938932,13.79239843,9.94,117.348,,1.150,213,22,43,,
T,2024-03-09 20:18:00,45.65938066,13.79238599,9.94,117.708,,1.190,222,22,43,,
T,2024-03-09 20:18:01,45.65936998,13.79237486,9.94,117.536,,1.190,211,22,43,,
T,2024-03-09 20:18:02,45.65936152,13.79236382,9.94,119.324,,1.090,223,22,43,,
T,2024-03-09 20:18:03,45.65935141,13.79235314,9.94,119.439,,1.160,225,22,43,,
T,2024-03-09 20:18:04,45.65933946,13.79234279,9.94,118.797,,1.160,221,22,43,,
T,2024-03-09 20:18:05,45.65932788,13.79233421,9.94,118.818,,1.180,213,22,43,,
T,2024-03-09 20:18:06,45.65931409,13.79232332,9.94,119.188,,1.270,213,22,43,,
T,2024-03-09 20:18:07,45.65930230,13.79231133,9.94,119.268,,1.200,223,22,43,,
T,2024-03-09 20:18:08,45.65929006,13.79229943,9.94,119.373,,1.240,218,21,43,,
T,2024-03-09 20:18:09,45.65928068,13.79228708,9.94,119.312,,1.210,229,21,44,,
T,2024-03-09 20:18:10,45.65926600,13.79228072,9.94,117.757,,1.320,205,20,44,,
T,2024-03-09 20:18:11,45.65925651,13.79226736,9.94,117.867,,1.340,232,20,44,,
T,2024-03-09 20:18:12,45.65924563,13.79225829,9.94,117.552,,1.250,210,20,44,,
T,2024-03-09 20:18:13,45.65923469,13.79224956,9.94,117.842,,1.170,209,20,44,,
T,2024-03-09 20:18:14,45.65922160,13.79224358,9.94,116.926,,1.290,194,21,44,,
T,2024-03-09 20:18:15,45.65921037,13.79223212,9.94,116.797,,1.320,219,21,44,,
T,2024-03-09 20:18:16,45.65919932,13.79222052,9.94,116.060,,1.220,218,21,44,,
T,2024-03-09 20:18:17,45.65918842,13.79221113,9.94,115.624,,1.190,207,20,44,,
T,2024-03-09 20:18:18,45.65917589,13.79220129,9.94,115.252,,1.210,210,21,44,,
T,2024-03-09 20:18:19,45.65916454,13.79218869,9.94,115.085,,1.280,224,22,44,,
T,2024-03-09 20:18:20,45.65915108,13.79218048,9.94,114.584,,1.330,201,21,44,,
T,2024-03-09 20:18:21,45.65913926,13.79217025,9.94,114.406,,1.260,213,21,44,,
T,2024-03-09 20:18:22,45.65913082,13.79215964,9.94,114.151,,1.260,222,21,44,,
T,2024-03-09 20:18:23,45.65912268,13.79214848,9.94,114.353,,1.210,223,21,44,,
T,2024-03-09 20:18:24,45.65911146,13.79214073,9.94,113.340,,1.320,202,21,44,,
T,2024-03-09 20:18:25,45.65909881,13.79212977,9.94,113.674,,1.260,213,20,44,,
T,2024-03-09 20:18:26,45.65908794,13.79211470,9.94,113.826,,1.270,227,21,44,,
T,2024-03-09 20:18:27,45.65907760,13.79210282,9.94,113.762,,1.150,222,19,44,,
T,2024-03-09 20:18:28,45.65906508,13.79209486,9.94,113.252,,1.300,204,21,44,,
T,2024-03-09 20:18:29,45.65905287,13.79208594,9.94,113.048,,1.310,208,21,44,,
T,2024-03-09 20:18:30,45.65904631,13.79207323,9.94,113.283,,1.250,233,21,44,,
T,2024-03-09 20:18:31,45.65903850,13.79206046,9.94,113.233,,1.230,227,21,44,,
T,2024-03-09 20:18:32,45.65902955,13.79204607,9.94,114.485,,1.300,232,20,44,,
T,2024-03-09 20:18:33,45.65901428,13.79203729,9.94,113.745,,1.330,208,21,44,,
T,2024-03-09 20:18:34,45.65899960,13.79202804,9.94,114.056,,1.220,209,19,44,,
T,2024-03-09 20:18:35,45.65898673,13.79202169,9.94,113.567,,1.250,194,19,44,,
T,2024-03-09 20:18:36,45.65897441,13.79200775,9.94,114.112,,1.370,221,19,44,,
T,2024-03-09 20:18:37,45.65896117,13.79200035,9.94,114.756,,1.290,202,18,44,,
T,2024-03-09 20:18:38,45.65894955,13.79199241,9.94,114.729,,1.230,200,20,44,,
T,2024-03-09 20:18:39,45.65893895,13.79198155,9.94,114.088,,1.260,216,19,44,,
T,2024-03-09 20:18:40,45.65892867,13.79197089,9.94,114.580,,1.220,208,19,44,,
T,2024-03-09 20:18:41,45.65891798,13.79196310,9.94,114.751,,1.210,203,20,44,,
T,2024-03-09 20:18:42,45.65890673,13.79195392,9.94,113.841,,1.160,209,19,44,,
T,2024-03-09 20:18:43,45.65889596,13.79194621,9.94,114.059,,1.220,202,19,44,,
T,2024-03-09 20:18:44,45.65888539,13.79193465,9.94,113.867,,1.230,213,19,44,,
T,2024-03-09 20:18:45,45.65887458,13.79192508,9.94,114.542,,1.180,202,21,44,,
T,2024-03-09 20:18:46,45.65886364,13.79191319,9.94,115.005,,1.250,207,21,44,,
T,2024-03-09 20:18:47,45.65885208,13.79189984,9.94,114.879,,1.240,211,21,44,,
T,2024-03-09 20:18:48,45.65884117,13.79188527,9.94,114.847,,1.230,216,21,44,,
T,2024-03-09 20:18:49,45.65883183,13.79186816,9.94,114.897,,1.230,228,22,44,,
T,2024-03-09 20:18:50,45.65882412,13.79185128,9.94,114.403,,1.220,235,22,44,,
T,2024-03-09 20:18:51,45.65881415,13.79183988,9.94,114.000,,1.290,214,21,44,,
T,2024-03-09 20:18:52,45.65880729,13.79182853,9.94,112.646,,1.240,231,20,44,,
T,2024-03-09 20:18:53,45.65879930,13.79181473,9.94,111.903,,1.230,234,18,44,,
T,2024-03-09 20:18:54,45.65878873,13.79180384,9.94,112.054,,1.270,226,18,44,,
T,2024-03-09 20:18:55,45.65877915,13.79179164,9.94,112.267,,1.240,227,17,44,,
T,2024-03-09 20:18:56,45.65877062,13.79177891,9.94,112.017,,1.240,232,17,44,,
T,2024-03-09 20:18:57,45.65876133,13.79176710,9.94,111.550,,1.260,228,17,44,,
T,2024-03-09 20:18:58,45.65875210,13.79175388,9.94,112.054,,1.240,225,17,44,,
T,2024-03-09 20:18:59,45.65874217,13.79174039,9.94,111.716,,1.220,220,18,44,,
T,2024-03-09 20:19:00,45.65873062,13.79172405,9.94,110.670,,1.280,227,20,44,,
T,2024-03-09 20:19:01,45.65872054,13.79171092,9.94,109.224,,1.250,224,21,44,,
T,2024-03-09 20:19:02,45.65871003,13.79169876,9.94,109.514,,1.210,217,21,44,,
T,2024-03-09 20:19:03,45.65870029,13.79168685,9.94,110.033,,1.230,224,21,44,,
T,2024-03-09 20:19:04,45.65869284,13.79167301,9.94,109.739,,1.230,238,21,44,,
T,2024-03-09 20:19:05,45.65868620,13.79165553,9.94,108.176,,1.210,251,21,44,,
T,2024-03-09 20:19:06,45.65867582,13.79164140,9.94,106.700,,1.210,236,21,44,,
T,2024-03-09 20:19:07,45.65866286,13.79163267,9.94,106.634,,1.230,221,20,44,,
T,2024-03-09 20:19:08,45.65865013,13.79162505,9.94,106.768,,1.160,222,20,44,,
T,2024-03-09 20:19:09,45.65863987,13.79161175,9.94,107.936,,1.230,248,21,44,,
T,2024-03-09 20:19:10,45.65862924,13.79159961,9.94,108.262,,1.200,240,21,44,,
T,2024-03-09 20:19:11,45.65861970,13.79158819,9.94,108.188,,1.210,233,21,44,,
T,2024-03-09 20:19:12,45.65861187,13.79157626,9.94,108.848,,1.220,244,20,44,,
T,2024-03-09 20:19:13,45.65860534,13.79156352,9.94,108.542,,1.210,240,20,44,,
T,2024-03-09 20:19:14,45.65859829,13.79155091,9.94,108.364,,1.220,236,20,44,,
T,2024-03-09 20:19:15,45.65859038,13.79153948,9.94,108.703,,1.220,230,20,44,,
T,2024-03-09 20:19:16,45.65858154,13.79153046,9.94,109.109,,1.240,230,18,44,,
